sample_id,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,raw_data_url,associated_studies
nmdc:procsm-11-0dkt6k22,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_43_A-C-4_1_Rg70to1050-CE102040-root-F12-S1_Run22.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_43_A-C-4_1_Rg70to1050-CE102040-root-F12-S1_Run22.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-18T21:01:35Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_43_A-C-4_1_Rg70to1050-CE102040-root-F12-S1_Run22.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-bxjgq664,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_70_B-D-7_1_Rg70to1050-CE102040-root-E22-S1_Run89.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_70_B-D-7_1_Rg70to1050-CE102040-root-E22-S1_Run89.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-19T21:53:38Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_70_B-D-7_1_Rg70to1050-CE102040-root-E22-S1_Run89.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-5mnkj364,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_39_B-D-3_3_Rg70to1050-CE102040-root-D15-S1_Run184.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_39_B-D-3_3_Rg70to1050-CE102040-root-D15-S1_Run184.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-21T09:04:22Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_39_B-D-3_3_Rg70to1050-CE102040-root-D15-S1_Run184.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-a4wv8r70,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-22T06:32:26Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-5mgztq29,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_21_A-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run95.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_21_A-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run95.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-20T00:07:12Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_21_A-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run95.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-r8jkbh86,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_78_B-C-7_3_Rg70to1050-CE102040-root-J25-S1_Run163.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_78_B-C-7_3_Rg70to1050-CE102040-root-J25-S1_Run163.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-21T01:18:00Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_78_B-C-7_3_Rg70to1050-CE102040-root-J25-S1_Run163.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-15gf1f53,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_24_B-D-2_3_Rg70to1050-CE102040-root-I4-S1_Run212.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_24_B-D-2_3_Rg70to1050-CE102040-root-I4-S1_Run212.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-21T19:25:48Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_24_B-D-2_3_Rg70to1050-CE102040-root-I4-S1_Run212.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-an2rv683,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_22_B-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run117.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_22_B-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run117.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-20T08:15:54Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_22_B-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run117.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-nyczat92,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_31_A-D-3_1_Rg70to1050-CE102040-root-I13-S1_Run58.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_31_A-D-3_1_Rg70to1050-CE102040-root-I13-S1_Run58.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-19T10:23:05Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_31_A-D-3_1_Rg70to1050-CE102040-root-I13-S1_Run58.raw&forceDownload=true,['nmdc:sty-11-46aje659']
nmdc:procsm-11-b7fgrg75,/Volumes/LaCie/nmdc_data/singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.raw,/Volumes/LaCie/nmdc_data/singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Thermo Orbitrap Q-Exactive,NMDC,JGI,2022-02-20T17:09:12Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.raw&forceDownload=true,['nmdc:sty-11-46aje659']
